TermID, Name, Frequency, PlotX, PlotY, PlotSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0016628", "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor", 0.246, 0.998, 0.438, 4.827, -6.192, 1.000, 0.000, -1, False
