TermID, Name, Frequency, PlotX, PlotY, PlotSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0000786", "nucleosome", 0.200, 0.998, 0.438, 4.574, -43.580, 1.000, 0.000, -1, False
